targets, factors
Gene576, (!Gene460 & !Gene887 & !Gene472) | (!Gene887 & Gene765) | (!Gene460 & Gene765) | (Gene460 & Gene887 & Gene472 & !Gene765)
Gene577, (!Gene626 & !Gene458 & !Gene376) | (Gene458 & Gene512 & !Gene376) | (!Gene626 & Gene458 & Gene512) | (Gene626 & !Gene512 & Gene376) | (Gene626 & Gene458 & !Gene376)
Gene578, (!Gene983 & !Gene337) | (!Gene398 & !Gene454 & !Gene983) | (!Gene454 & !Gene337) | (!Gene398 & Gene454 & Gene983 & Gene337)
Gene579, (!Gene497 & !Gene737 & Gene978) | (!Gene497 & Gene737 & !Gene978) | (!Gene486 & !Gene497 & Gene978) | (!Gene486 & Gene497 & !Gene978) | (Gene486 & !Gene737 & Gene978)
Gene580, (!Gene123 & !Gene778 & !Gene592) | (!Gene590 & Gene778 & Gene592) | (Gene590 & !Gene778 & Gene592) | (!Gene123 & Gene590 & !Gene592) | (Gene123 & !Gene590 & Gene778)
Gene581, (!Gene74 & !Gene865) | (Gene176 & !Gene74) | (!Gene721 & Gene176 & !Gene865) | (Gene721 & Gene176 & Gene865)
Gene582, (!Gene831 & !Gene400 & !Gene914) | (!Gene35 & !Gene400 & !Gene914) | (Gene831 & Gene400 & !Gene914) | (Gene35 & Gene400 & !Gene914) | (Gene35 & !Gene831 & Gene400) | (Gene35 & Gene831 & !Gene400 & Gene914)
Gene583, (!Gene649 & !Gene893 & !Gene54) | (Gene678 & Gene54) | (!Gene649 & Gene678) | (!Gene893 & Gene678)
Gene584, (!Gene435 & !Gene450 & !Gene693) | (Gene282 & !Gene693) | (Gene435 & !Gene282 & Gene693) | (Gene435 & Gene450 & Gene693)
Gene585, (!Gene300 & !Gene761) | (!Gene300 & Gene913 & !Gene690) | (!Gene761 & !Gene913 & Gene690) | (Gene300 & Gene761 & !Gene913)
Gene586, (!Gene626 & !Gene679 & Gene860 & Gene327) | (Gene679 & !Gene327) | (Gene626 & !Gene860 & Gene327) | (Gene626 & Gene679)
Gene587, (!Gene35 & Gene492 & Gene127) | (Gene160 & !Gene492 & !Gene127) | (!Gene35 & Gene160 & Gene127) | (Gene35 & !Gene492 & !Gene127) | (Gene35 & !Gene160 & !Gene492) | (Gene160 & Gene492 & Gene127)
Gene588, (!Gene666 & Gene422 & !Gene280) | (!Gene666 & Gene104 & Gene280) | (Gene666 & !Gene422 & !Gene280) | (Gene666 & !Gene104 & Gene280)
Gene589, (!Gene938 & !Gene936 & !Gene981 & !Gene726) | (!Gene936 & Gene981 & Gene726) | (Gene936 & !Gene981 & Gene726) | (Gene938 & !Gene981 & Gene726) | (Gene938 & Gene981 & !Gene726)
Gene590, (!Gene317 & !Gene856 & Gene75) | (!Gene310 & Gene856 & !Gene75) | (!Gene317 & Gene856 & !Gene75) | (Gene310 & Gene856 & Gene75) | (Gene317 & Gene310 & !Gene856 & !Gene75)
Gene591, (!Gene432 & !Gene810) | (!Gene266 & !Gene884 & !Gene432) | (!Gene884 & !Gene810) | (Gene266 & Gene884 & Gene432 & Gene810)
Gene592, (!Gene1000 & !Gene402) | (!Gene196 & !Gene637 & !Gene1000) | (!Gene196 & !Gene637 & !Gene402) | (Gene196 & Gene637 & !Gene402) | (Gene196 & Gene637 & Gene1000)
Gene593, (!Gene275 & !Gene662 & !Gene61) | (!Gene195 & Gene61) | (!Gene195 & Gene662)
Gene594, (!Gene441 & Gene35 & !Gene175) | (Gene441 & !Gene35) | (Gene599 & !Gene35)
Gene595, (!Gene390 & !Gene516 & Gene578) | (!Gene726 & Gene516 & Gene578) | (Gene390 & Gene516) | (Gene726 & Gene516 & !Gene578)
Gene596, (!Gene92 & !Gene936 & !Gene693) | (!Gene92 & !Gene233 & !Gene936) | (Gene233 & Gene936) | (Gene92 & Gene936 & Gene693)
Gene597, (!Gene87 & !Gene841) | (!Gene95 & !Gene841 & Gene160) | (!Gene95 & Gene87 & Gene841 & !Gene160) | (Gene95 & !Gene87 & !Gene160) | (Gene95 & !Gene841 & !Gene160)
Gene598, (!Gene273 & !Gene961 & !Gene338) | (!Gene273 & !Gene290 & Gene338) | (!Gene273 & Gene290 & !Gene338) | (!Gene961 & Gene290 & !Gene338) | (Gene273 & Gene290 & Gene338)
Gene599, (!Gene976 & Gene114) | (Gene620 & !Gene976) | (!Gene900 & Gene620 & Gene114) | (Gene900 & !Gene620 & Gene976 & !Gene114)
Gene600, (!Gene516 & !Gene312 & !Gene849) | (!Gene770 & !Gene312 & !Gene849) | (!Gene770 & Gene516 & Gene849) | (Gene770 & !Gene516 & !Gene312) | (Gene770 & Gene312 & !Gene849)
Gene601, (!Gene338 & !Gene258) | (!Gene501 & !Gene338) | (!Gene258 & Gene853)
Gene602, (!Gene74 & !Gene447 & Gene864) | (!Gene74 & Gene315 & !Gene864) | (Gene74 & !Gene315 & !Gene864) | (Gene74 & Gene447 & Gene864)
Gene603, (!Gene127 & !Gene10 & !Gene176) | (!Gene117 & Gene10 & Gene176) | (Gene117 & !Gene10 & Gene176) | (Gene127 & !Gene10 & Gene176) | (Gene127 & !Gene117 & Gene10)
Gene604, (!Gene805 & !Gene151 & !Gene530) | (!Gene805 & Gene151 & Gene530 & !Gene421) | (Gene805 & !Gene151 & Gene530) | (Gene805 & Gene151 & !Gene530) | (Gene805 & Gene530 & Gene421)
Gene605, (!Gene487 & !Gene484 & !Gene886) | (!Gene487 & !Gene496 & Gene484 & Gene886) | (!Gene487 & Gene496 & !Gene484) | (Gene487 & !Gene496 & !Gene484 & Gene886) | (Gene487 & Gene484 & !Gene886) | (Gene496 & !Gene484 & !Gene886)
Gene606, (!Gene786 & !Gene945 & !Gene926) | (!Gene786 & !Gene233 & !Gene926) | (!Gene786 & Gene233 & Gene926) | (Gene786 & !Gene233 & Gene926) | (Gene786 & Gene233 & Gene945 & !Gene926)
Gene607, (!Gene649 & !Gene6 & !Gene90) | (!Gene649 & !Gene516 & Gene6 & Gene90) | (!Gene649 & Gene516 & !Gene90) | (Gene649 & !Gene6 & Gene90) | (Gene649 & !Gene516 & Gene6 & !Gene90) | (Gene649 & Gene516 & Gene90)
Gene608, (!Gene66 & !Gene22 & !Gene185) | (Gene642 & !Gene185) | (Gene642 & Gene22) | (Gene642 & Gene66)
Gene609, (!Gene86 & !Gene784 & !Gene370) | (!Gene752 & !Gene86 & !Gene370) | (!Gene752 & Gene784 & Gene370) | (!Gene752 & !Gene784 & !Gene370) | (!Gene752 & Gene86 & Gene370) | (Gene86 & Gene784 & Gene370)
Gene610, (!Gene630 & !Gene526 & Gene339) | (!Gene533 & Gene526 & !Gene339) | (!Gene630 & Gene526 & !Gene339) | (Gene533 & Gene526 & Gene339) | (Gene630 & Gene533 & !Gene526 & !Gene339)
Gene611, (!Gene31 & !Gene808 & !Gene543) | (!Gene913 & !Gene808 & Gene543) | (!Gene31 & Gene808 & Gene543) | (Gene31 & !Gene913 & Gene808 & !Gene543) | (Gene913 & Gene808 & Gene543)
Gene612, (!Gene460 & Gene707) | (!Gene460 & Gene136 & !Gene761) | (Gene460 & !Gene136 & !Gene761 & !Gene707) | (!Gene136 & Gene761 & Gene707) | (Gene460 & Gene136 & Gene761 & !Gene707)
Gene613, (!Gene204 & !Gene83 & !Gene537) | (!Gene204 & !Gene598 & !Gene537) | (!Gene204 & !Gene598 & Gene83) | (Gene204 & !Gene83 & Gene537) | (Gene598 & !Gene83 & !Gene537) | (Gene204 & Gene598 & Gene537)
Gene614, (!Gene189 & !Gene756) | (!Gene697 & !Gene189 & Gene46) | (!Gene697 & !Gene756 & !Gene46) | (Gene697 & !Gene756 & Gene46) | (Gene697 & Gene189 & Gene756 & !Gene46)
Gene615, (!Gene593 & !Gene834 & Gene242) | (!Gene188 & Gene834) | (!Gene188 & Gene593 & !Gene242) | (Gene188 & !Gene593 & !Gene834)
Gene616, (!Gene810 & !Gene424 & !Gene893) | (!Gene810 & !Gene985 & !Gene424) | (Gene985 & Gene424 & !Gene893) | (Gene810 & Gene424)
Gene617, (!Gene208 & !Gene440 & !Gene508) | (!Gene34 & Gene440 & Gene508) | (Gene34 & !Gene440) | (Gene208 & !Gene34 & Gene440)
Gene618, (!Gene305 & !Gene335 & !Gene336) | (Gene305 & Gene335 & Gene336) | (Gene768 & !Gene305 & Gene336) | (Gene768 & !Gene335 & !Gene336) | (Gene768 & Gene305 & !Gene336)
Gene619, (!Gene581 & Gene301 & Gene852) | (!Gene581 & Gene183 & !Gene301 & !Gene852) | (Gene581 & !Gene183 & !Gene301) | (Gene581 & !Gene301 & Gene852) | (Gene581 & Gene183 & Gene301)
Gene620, (Gene733 & !Gene639) | (Gene578 & !Gene536) | (Gene578 & !Gene733 & Gene639)
Gene621, (!Gene740 & !Gene142 & Gene320) | (!Gene441 & Gene740 & !Gene142) | (!Gene441 & Gene740 & Gene320) | (Gene441 & Gene142 & !Gene320) | (Gene441 & !Gene740 & Gene320)
Gene622, (!Gene176 & Gene178 & Gene400) | (!Gene176 & Gene808 & !Gene178) | (Gene176 & !Gene808 & !Gene400) | (Gene176 & Gene178 & !Gene400) | (Gene808 & Gene178 & Gene400)
Gene623, (!Gene156 & !Gene804 & !Gene476) | (!Gene156 & !Gene804 & Gene187) | (!Gene156 & Gene804 & !Gene187 & Gene476) | (Gene804 & Gene187 & !Gene476) | (Gene156 & !Gene804 & !Gene187 & Gene476) | (Gene156 & Gene804 & !Gene476)
Gene624, (!Gene764 & !Gene439 & !Gene203) | (Gene439 & Gene109) | (Gene764 & Gene203 & Gene109) | (Gene764 & Gene439 & Gene203)
Gene625, (!Gene983 & !Gene353) | (Gene983 & Gene353 & !Gene456) | (Gene589 & Gene353 & !Gene456) | (Gene589 & !Gene983)
Gene626, (!Gene488 & !Gene524 & Gene876 & Gene241) | (!Gene488 & Gene524 & !Gene241) | (!Gene488 & Gene524 & !Gene876) | (Gene488 & !Gene524 & !Gene241) | (Gene488 & !Gene524 & !Gene876) | (Gene524 & Gene876 & !Gene241)
Gene627, (!Gene650 & !Gene628) | (!Gene650 & Gene386 & Gene542) | (Gene650 & !Gene386 & Gene542 & Gene628) | (Gene650 & Gene386 & !Gene542 & Gene628) | (Gene386 & Gene542 & !Gene628)
Gene628, (!Gene823 & !Gene548 & !Gene912 & !Gene183) | (!Gene823 & !Gene548 & Gene912 & Gene183) | (!Gene823 & Gene548 & !Gene912 & Gene183) | (Gene823 & !Gene548 & !Gene912 & Gene183) | (Gene823 & Gene912 & !Gene183) | (Gene823 & Gene548 & !Gene183) | (Gene823 & Gene548 & Gene912)
Gene629, (!Gene505 & !Gene483) | (!Gene382 & !Gene483) | (!Gene382 & Gene505 & !Gene576) | (Gene382 & !Gene505 & !Gene576)
Gene630, (!Gene832 & !Gene930 & !Gene780) | (!Gene516 & !Gene832 & Gene780) | (!Gene516 & !Gene930 & !Gene780) | (!Gene516 & Gene832 & !Gene780) | (!Gene516 & Gene930 & Gene780) | (!Gene832 & Gene930 & Gene780)
Gene631, (!Gene979 & Gene821) | (!Gene321 & !Gene569 & Gene821) | (Gene321 & !Gene979) | (Gene321 & Gene569 & Gene821)
Gene632, (!Gene985 & !Gene60) | (Gene985 & Gene60 & !Gene514) | (Gene693 & Gene60 & !Gene514) | (Gene693 & !Gene60 & Gene514)
Gene633, (!Gene754 & Gene635 & !Gene119) | (!Gene754 & !Gene580 & Gene635) | (Gene580 & !Gene635 & Gene119) | (Gene754 & !Gene580 & !Gene635) | (Gene580 & Gene635 & !Gene119)
Gene634, (!Gene281 & !Gene291 & Gene143) | (!Gene171 & !Gene281 & Gene291 & !Gene143) | (!Gene171 & Gene281 & Gene291 & Gene143) | (Gene171 & !Gene291) | (Gene171 & Gene281 & !Gene143)
Gene635, (!Gene940 & Gene278 & Gene226) | (Gene940 & !Gene278 & Gene226) | (Gene940 & Gene278 & !Gene226) | (Gene763 & Gene278 & !Gene226) | (Gene763 & Gene940 & !Gene226)
Gene636, (!Gene658 & Gene312 & Gene298) | (Gene658 & Gene312 & !Gene298) | (Gene137 & !Gene658) | (Gene137 & !Gene312 & Gene298)
Gene637, (!Gene493 & !Gene855 & Gene190) | (Gene78 & Gene190) | (Gene493 & Gene855)
Gene638, (!Gene512 & !Gene219 & !Gene595) | (!Gene512 & !Gene741 & Gene595) | (!Gene512 & Gene219 & Gene595) | (Gene512 & Gene219 & !Gene595) | (!Gene741 & Gene219 & Gene595)
Gene639, (!Gene358 & !Gene855 & Gene882) | (Gene855 & Gene499) | (Gene358 & !Gene882 & !Gene499)
Gene640, (!Gene380 & !Gene318 & !Gene695 & !Gene335) | (!Gene380 & !Gene318 & Gene695 & Gene335) | (!Gene380 & Gene318 & Gene695 & !Gene335) | (Gene380 & !Gene695 & Gene335) | (Gene380 & !Gene318 & Gene695 & !Gene335) | (Gene380 & Gene318 & !Gene695) | (Gene380 & Gene318 & Gene335)
Gene641, (!Gene724 & !Gene934 & !Gene38) | (Gene704 & !Gene38) | (Gene724 & !Gene704 & Gene38) | (Gene724 & !Gene934 & Gene38)
Gene642, (!Gene934 & !Gene709) | (!Gene381 & !Gene934 & Gene300) | (!Gene381 & Gene934 & Gene709 & !Gene300) | (Gene381 & !Gene934 & !Gene300) | (Gene381 & Gene934 & Gene709 & Gene300)
Gene643, (!Gene550 & Gene531) | (!Gene550 & Gene771 & !Gene155) | (Gene550 & Gene155 & !Gene531) | (!Gene771 & Gene155 & Gene531)
Gene644, (!Gene653 & !Gene396 & !Gene13 & !Gene514) | (!Gene653 & Gene13 & Gene514) | (!Gene653 & Gene396 & Gene514) | (Gene653 & !Gene396 & !Gene13 & Gene514) | (Gene653 & Gene13 & !Gene514) | (Gene653 & Gene396 & !Gene514)
Gene645, (!Gene719 & !Gene788 & !Gene241) | (!Gene358 & !Gene788 & Gene241) | (!Gene719 & Gene358 & !Gene241) | (Gene719 & !Gene358 & Gene241) | (Gene358 & !Gene788 & !Gene241) | (Gene719 & !Gene788 & Gene241)
Gene646, (!Gene998 & !Gene31 & !Gene631) | (!Gene998 & !Gene791) | (!Gene791 & Gene31 & Gene631) | (Gene998 & Gene791 & Gene31)
Gene647, (!Gene249 & !Gene208 & !Gene955) | (!Gene821 & !Gene208 & Gene955) | (!Gene821 & Gene249 & Gene208 & !Gene955) | (Gene821 & !Gene249 & !Gene955) | (Gene249 & !Gene208 & Gene955) | (Gene821 & Gene249 & Gene955)
Gene648, (!Gene144 & !Gene697 & !Gene120) | (!Gene912 & Gene697) | (Gene144 & !Gene912 & Gene120) | (Gene912 & !Gene697 & !Gene120)
Gene649, (!Gene444 & !Gene708 & !Gene7) | (Gene708 & Gene7) | (Gene708 & Gene683)
Gene650, (!Gene59 & !Gene392) | (!Gene698 & !Gene59 & Gene536) | (!Gene698 & Gene536 & !Gene392) | (Gene698 & Gene59 & Gene392)
Gene651, (!Gene423 & !Gene228 & Gene69 & !Gene480) | (Gene228 & !Gene69 & !Gene480) | (Gene423 & !Gene69) | (Gene423 & Gene480)
Gene652, (!Gene772 & !Gene82 & !Gene508 & Gene639) | (Gene508 & !Gene639) | (Gene82 & Gene508) | (Gene772 & !Gene82 & !Gene639)
Gene653, (!Gene782 & !Gene133 & Gene447) | (!Gene782 & Gene133 & !Gene447) | (!Gene767 & Gene133 & Gene447) | (Gene767 & !Gene133 & Gene447) | (Gene767 & Gene133 & !Gene447)
Gene654, (!Gene381 & !Gene275 & Gene309) | (Gene381 & !Gene275 & !Gene309) | (!Gene972 & Gene381 & !Gene309) | (Gene972 & !Gene275 & !Gene309) | (Gene972 & !Gene381)
Gene655, (!Gene589 & !Gene497) | (!Gene589 & !Gene410 & !Gene403) | (Gene589 & !Gene410 & Gene497 & Gene403) | (Gene410 & !Gene497)
Gene656, (!Gene502 & !Gene12 & !Gene227) | (!Gene92 & Gene12 & !Gene227) | (Gene92 & !Gene502 & Gene227) | (Gene502 & Gene12 & !Gene227) | (Gene92 & Gene12 & Gene227)
Gene657, (!Gene400 & !Gene516 & !Gene453) | (!Gene516 & !Gene453 & Gene724) | (Gene400 & !Gene516 & Gene453) | (Gene400 & Gene516 & !Gene453) | (Gene400 & Gene724)
Gene658, (!Gene601 & !Gene345) | (!Gene601 & !Gene329 & Gene239) | (Gene601 & !Gene329 & !Gene239 & Gene345) | (Gene329 & !Gene345)
Gene659, (!Gene744 & !Gene926 & Gene18) | (!Gene744 & Gene926 & !Gene18) | (!Gene609 & Gene744 & !Gene18) | (Gene609 & !Gene744 & Gene18) | (Gene609 & !Gene926 & Gene18)
Gene660, (!Gene624 & !Gene363 & !Gene691) | (!Gene929 & !Gene363 & Gene691) | (!Gene929 & Gene624 & Gene691) | (Gene929 & Gene363 & !Gene691) | (Gene624 & !Gene363 & Gene691)
Gene661, (!Gene239 & !Gene851) | (!Gene585 & !Gene851 & !Gene147) | (!Gene585 & Gene239 & Gene851 & Gene147) | (Gene585 & !Gene239 & Gene147) | (Gene585 & Gene239 & Gene851 & !Gene147)
Gene662, (!Gene140 & !Gene609 & !Gene89) | (!Gene757 & !Gene89) | (!Gene140 & Gene609 & Gene89) | (!Gene757 & Gene609)
Gene663, (!Gene721 & Gene108 & Gene295) | (Gene721 & Gene108 & !Gene295) | (Gene90 & !Gene295) | (Gene90 & !Gene721)
Gene664, (!Gene373 & !Gene848 & !Gene88 & !Gene720) | (!Gene848 & Gene88 & Gene720) | (Gene848 & Gene88 & !Gene720) | (!Gene373 & Gene88 & Gene720) | (Gene373 & Gene88 & !Gene720) | (Gene373 & Gene848 & !Gene720)
Gene665, (!Gene591 & !Gene989 & Gene922) | (!Gene740 & Gene989 & !Gene922) | (Gene591 & !Gene989 & !Gene922) | (Gene591 & Gene989 & Gene922)
Gene666, (!Gene403 & !Gene587 & !Gene604 & !Gene809) | (Gene587 & Gene604) | (Gene403 & Gene604 & !Gene809) | (Gene403 & Gene587)
Gene667, (!Gene561 & !Gene177 & !Gene159) | (!Gene927 & !Gene561 & Gene159) | (Gene927 & !Gene561 & !Gene159) | (!Gene561 & Gene177 & Gene159) | (Gene927 & !Gene177 & !Gene159) | (Gene927 & Gene561 & !Gene177)
Gene668, (!Gene910 & Gene656 & !Gene611) | (!Gene64 & Gene656 & Gene611) | (Gene910 & !Gene656 & !Gene611) | (Gene910 & !Gene64 & Gene611) | (Gene910 & Gene656 & Gene611)
Gene669, (!Gene698 & !Gene451 & Gene463) | (Gene937 & !Gene463) | (!Gene698 & Gene937) | (!Gene451 & Gene937)
Gene670, (!Gene551 & !Gene72 & !Gene570 & Gene39) | (!Gene72 & Gene570 & !Gene39) | (Gene72 & !Gene570 & !Gene39) | (Gene72 & Gene570 & Gene39) | (Gene551 & Gene570 & Gene39)
Gene671, (!Gene665 & !Gene796) | (!Gene665 & !Gene626) | (!Gene295 & Gene626 & Gene796)
Gene672, (!Gene206 & !Gene116) | (!Gene404 & Gene206 & Gene116) | (!Gene110 & Gene404 & !Gene116) | (Gene110 & Gene404 & !Gene206)
Gene673, (!Gene269 & Gene204 & !Gene580) | (!Gene9 & !Gene269 & Gene204) | (Gene269 & !Gene204 & !Gene580) | (!Gene9 & Gene269 & !Gene204) | (Gene9 & !Gene269 & !Gene204 & Gene580) | (Gene9 & Gene269 & Gene204 & Gene580)
Gene674, (!Gene668 & !Gene411 & !Gene684 & !Gene746) | (!Gene668 & Gene411 & Gene746) | (Gene411 & Gene684) | (Gene668 & !Gene411 & !Gene684 & Gene746) | (Gene668 & Gene684 & !Gene746)
Gene675, (!Gene708 & !Gene128 & Gene806) | (!Gene53 & Gene128) | (!Gene53 & Gene708 & !Gene806) | (Gene53 & !Gene708 & !Gene128)
Gene676, (Gene306 & !Gene540 & Gene120) | (!Gene222 & Gene306 & Gene540) | (Gene222 & !Gene540) | (Gene222 & !Gene306 & Gene120)
Gene677, (!Gene498 & !Gene702) | (!Gene949 & !Gene406 & Gene498 & Gene702) | (!Gene949 & Gene406 & !Gene498) | (Gene406 & !Gene702)
Gene678, (!Gene999 & !Gene722) | (!Gene470 & Gene999 & Gene722) | (Gene470 & Gene525 & !Gene722) | (Gene999 & Gene525 & Gene722)
Gene679, (!Gene266 & Gene502 & Gene33) | (!Gene713 & Gene266) | (Gene713 & Gene502 & !Gene33)
Gene680, (!Gene467 & !Gene125 & !Gene967) | (!Gene848 & !Gene125) | (!Gene848 & !Gene967) | (Gene467 & Gene125 & !Gene967)
Gene681, (!Gene198 & !Gene264) | (Gene264 & Gene455 & !Gene955) | (!Gene264 & Gene455 & Gene955) | (Gene198 & Gene264 & !Gene955)
Gene682, (!Gene786 & !Gene207 & !Gene512) | (!Gene50 & !Gene786 & Gene512) | (!Gene50 & Gene786 & Gene207) | (Gene50 & !Gene786 & !Gene512) | (Gene786 & Gene207 & Gene512)
Gene683, (!Gene271 & !Gene197) | (Gene245 & Gene435) | (Gene271 & Gene197 & !Gene245 & !Gene435)
Gene684, (!Gene968 & !Gene116 & Gene283 & Gene558) | (!Gene968 & Gene116 & !Gene283) | (Gene968 & !Gene116 & !Gene558) | (Gene968 & !Gene116 & !Gene283) | (Gene968 & Gene283 & !Gene558) | (Gene968 & Gene116 & Gene283)
Gene685, (!Gene18 & !Gene606) | (!Gene71 & Gene606 & !Gene696) | (Gene71 & !Gene606 & !Gene696) | (Gene18 & Gene606 & !Gene696)
Gene686, (!Gene994 & !Gene123 & !Gene899) | (!Gene890 & Gene123 & Gene899) | (Gene890 & Gene123 & !Gene899) | (!Gene994 & Gene123 & Gene899) | (Gene994 & Gene123 & !Gene899)
Gene687, (!Gene898 & !Gene267 & !Gene251) | (!Gene753 & Gene267 & !Gene251) | (Gene898 & !Gene753 & Gene267) | (Gene753 & !Gene267 & !Gene251) | (Gene898 & Gene753 & !Gene267) | (Gene898 & Gene267 & !Gene251)
Gene688, (!Gene733 & !Gene162) | (!Gene838 & !Gene733 & Gene789) | (!Gene838 & Gene733 & Gene162 & !Gene789) | (Gene838 & !Gene162 & !Gene789) | (Gene838 & Gene733 & Gene162 & Gene789)
Gene689, (!Gene997 & Gene212 & !Gene117) | (Gene74 & !Gene212 & Gene117) | (Gene997 & !Gene212) | (Gene997 & Gene74 & Gene117)
Gene690, (!Gene232 & !Gene180 & !Gene902) | (Gene180 & !Gene902 & Gene149) | (Gene180 & Gene902 & !Gene149) | (Gene232 & Gene902 & Gene149)
Gene691, (!Gene284 & !Gene553 & Gene696 & !Gene766) | (Gene553 & !Gene696 & !Gene766) | (!Gene284 & Gene553 & Gene696 & Gene766) | (Gene284 & !Gene696) | (Gene284 & !Gene553 & Gene766)
Gene692, (!Gene848 & !Gene102 & !Gene219 & !Gene582) | (!Gene848 & Gene219 & Gene582) | (Gene102 & Gene219 & !Gene582) | (Gene848 & !Gene219 & Gene582) | (Gene848 & Gene102 & !Gene582)
Gene693, (!Gene879 & !Gene262 & Gene997) | (Gene262 & !Gene997) | (!Gene879 & Gene563)
Gene694, (!Gene384 & !Gene124 & Gene537) | (!Gene124 & Gene162) | (Gene384 & Gene124 & !Gene537) | (Gene384 & Gene124 & !Gene162)
Gene695, (!Gene602 & !Gene489 & !Gene838) | (!Gene602 & !Gene838 & Gene413) | (!Gene602 & Gene489 & Gene838) | (!Gene489 & !Gene838 & Gene413) | (Gene602 & Gene489 & !Gene838 & !Gene413) | (Gene489 & Gene838 & Gene413)
Gene696, (!Gene349 & !Gene237 & !Gene12 & !Gene629) | (!Gene237 & Gene12 & Gene629) | (Gene237 & Gene12 & !Gene629) | (!Gene349 & Gene12 & Gene629) | (Gene349 & !Gene237 & Gene629) | (Gene349 & Gene237 & !Gene629)
Gene697, (!Gene442 & Gene121) | (!Gene833 & Gene442 & !Gene121) | (Gene819 & !Gene442)
Gene698, (!Gene499 & !Gene201 & !Gene256 & !Gene512) | (Gene201 & Gene256 & Gene512) | (Gene499 & !Gene256 & Gene512) | (Gene499 & Gene256 & !Gene512) | (Gene499 & Gene201)
Gene699, (!Gene508 & !Gene90 & Gene146) | (!Gene508 & Gene153) | (!Gene508 & Gene90 & !Gene146) | (Gene508 & Gene90 & !Gene153 & Gene146) | (Gene90 & Gene153 & !Gene146)
Gene700, (!Gene464 & !Gene685 & Gene826) | (!Gene464 & !Gene941 & Gene826) | (Gene464 & Gene685 & !Gene826) | (Gene464 & Gene941)
Gene701, (Gene390 & !Gene645) | (Gene120 & !Gene390 & Gene645) | (Gene667 & Gene390)
Gene702, (!Gene385 & Gene194 & Gene895) | (Gene385 & Gene194 & !Gene895) | (Gene374 & !Gene385 & !Gene194) | (Gene374 & Gene895)
Gene703, (!Gene420 & Gene560) | (!Gene33 & Gene560 & !Gene787) | (Gene33 & !Gene420 & Gene787) | (Gene33 & Gene420 & !Gene560 & !Gene787) | (Gene33 & Gene560 & Gene787)
Gene704, (!Gene83 & Gene921 & !Gene909) | (!Gene491 & Gene83 & Gene909) | (!Gene491 & Gene921 & !Gene909) | (Gene491 & !Gene921 & !Gene909) | (Gene83 & Gene921 & Gene909)
Gene705, (!Gene86 & Gene795 & !Gene882) | (!Gene158 & Gene795 & Gene882) | (Gene86 & !Gene795 & Gene882) | (Gene158 & !Gene795 & Gene882) | (Gene158 & Gene795 & !Gene882)
Gene706, (!Gene170 & !Gene332) | (!Gene420 & Gene332 & Gene861) | (!Gene170 & Gene861) | (Gene170 & Gene420 & Gene332 & !Gene861)
Gene707, (!Gene756 & !Gene699 & Gene209) | (!Gene722 & Gene699 & Gene209) | (!Gene756 & Gene722 & Gene699 & !Gene209) | (Gene756 & !Gene699 & !Gene209) | (Gene756 & !Gene722 & !Gene209)
Gene708, (!Gene596 & Gene505 & !Gene983) | (!Gene882 & Gene505) | (Gene596 & !Gene505 & Gene983) | (Gene882 & !Gene596 & !Gene983)
Gene709, (!Gene154 & Gene291) | (!Gene154 & Gene390) | (!Gene558 & Gene154 & !Gene390 & !Gene291) | (Gene558 & !Gene154)
Gene710, (!Gene906 & !Gene924 & Gene991) | (!Gene906 & Gene924 & !Gene991) | (!Gene498 & Gene924 & !Gene991) | (Gene498 & !Gene924 & !Gene991) | (Gene498 & !Gene906)
Gene711, (!Gene377 & Gene575 & !Gene959) | (!Gene519 & Gene377 & !Gene575 & Gene959) | (!Gene519 & Gene575 & !Gene959) | (Gene519 & !Gene575 & !Gene959) | (Gene519 & Gene575 & Gene959)
Gene712, (!Gene309 & !Gene950) | (!Gene765 & !Gene309 & !Gene587) | (Gene765 & Gene587 & Gene950) | (Gene765 & !Gene587 & !Gene950)
Gene713, (!Gene11 & !Gene743 & Gene800) | (!Gene11 & !Gene872 & Gene800) | (Gene872 & !Gene743 & !Gene800) | (Gene11 & Gene743 & !Gene800) | (Gene11 & Gene872 & Gene743)
Gene714, (!Gene577 & Gene516 & Gene101) | (!Gene268 & Gene577 & !Gene516) | (Gene268 & !Gene577 & !Gene101) | (Gene268 & Gene516)
Gene715, (!Gene368 & !Gene218 & !Gene392 & !Gene294) | (!Gene368 & Gene218 & Gene294) | (Gene368 & !Gene218 & !Gene392 & Gene294) | (Gene368 & Gene392 & !Gene294) | (Gene368 & Gene218 & !Gene294) | (Gene218 & Gene392 & Gene294)
Gene716, (!Gene194 & !Gene205 & !Gene416) | (!Gene328 & !Gene194 & Gene416) | (Gene194 & Gene205 & !Gene416) | (Gene328 & !Gene205 & !Gene416) | (Gene328 & Gene194 & Gene205)
Gene717, (!Gene338 & Gene664 & !Gene386) | (!Gene978 & !Gene338 & Gene664) | (Gene338 & !Gene664 & Gene386) | (Gene978 & !Gene338 & !Gene386) | (Gene978 & !Gene664 & Gene386) | (Gene978 & Gene338 & Gene386)
Gene718, (!Gene347 & !Gene177 & !Gene722) | (!Gene591 & Gene177 & !Gene722) | (!Gene347 & Gene177 & Gene722) | (Gene591 & !Gene177 & !Gene722) | (Gene347 & Gene177 & !Gene722)
